GeneId	Symbol	Type	TranscriptsWithConservation	NonredundantExons	SpeciesWithSeqOrthologs	SpeciesWithBLAST	SpeciesWithWGA	SpeciesWithSynteny	SpeciesWithSequenceAndSynteny	Mouse BLAST	Mouse WGA	Mouse Synteny	Mouse Sequence+Synteny	Mouse Sequence region number	Mouse Sequence regions	Mouse Sequence exon number	Mouse Sequence exons	Mouse conserved region length
ENSG00000232753.1	[RP11-347K2.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000224700.2_5	[AP000844.1]	[antisense]	[ENST00000446631.2_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000132097.1, ENSMUST00000217527.1]		0		0		0
ENSG00000267387.1_5	[AC020931.1]	[antisense]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000278913.1_5	[AC026797.1]	[TEC]	[ENST00000624837.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180656.1, ENSMUST00000186662.6, ENSMUST00000188461.6, ENSMUST00000189784.1, ENSMUST00000189890.6, ENSMUST00000191362.1]		0		0		0
ENSG00000267510.1_5	[AC011451.1]	[antisense]	[ENST00000591336.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180846.1]		0		0		0
ENSG00000280007.1_5	[AC008079.1]	[antisense]	[ENST00000623543.1_1]	2	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000124853.1, ENSMUST00000235445.1]	[ENSMUST00000124853.1]	[ENSMUST00000124853.1, ENSMUST00000203718.1, ENSMUST00000205150.1]	[ENSMUST00000124853.1]	1	18597165-18613921;	1	18597165-18613921;	37211086
ENSG00000223598.1_6	[AL138733.1]	[antisense]	[ENST00000415477.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000213553.1]		0		0		0
ENSG00000248227.1_5	[LINC02513]	[lincRNA]	[ENST00000503465.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000195932.1, ENSMUST00000196357.1, ENSMUST00000196527.4, ENSMUST00000196532.1, ENSMUST00000196829.1, ENSMUST00000197305.1, ENSMUST00000197839.1, ENSMUST00000198074.1, ENSMUST00000199362.1, ENSMUST00000199677.1, ENSMUST00000200306.1, ENSMUST00000200615.1]		0		0		0
ENSG00000253215.1_5	[AC087273.1]	[antisense]	[ENST00000519368.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000142897.1, ENSMUST00000146654.1]		0		0		0
ENSG00000258376.2_5	[AC004846.1]	[antisense]	[ENST00000554614.2_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000222646.1]		0		0		0
ENSG00000223571.6_5_PAR_Y	[DHRSX-IT1]	[sense_intronic]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000285766.1_2	[AC092042.4]	[antisense]	[ENST00000649466.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000213905.1, ENSMUST00000214091.1, ENSMUST00000214575.1, ENSMUST00000214808.1, ENSMUST00000217153.1, ENSMUST00000217287.1]		0		0		0
ENSG00000255198.4_3	[SNHG9]	[lincRNA]	[ENST00000531523.1_2, ENST00000564014.1_1]	1	[Mouse]	[]	[Mouse]	[Mouse]	[Mouse]		[ENSMUST00000161706.1]	[ENSMUST00000161706.1]	[ENSMUST00000161706.1]	1	2014959-2015510;	1	2014959-2015510;	4030469
ENSG00000273442.1_5	[AC006946.3]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000286083.1_1	[AL132981.1]	[lincRNA]	[ENST00000652510.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000146060.1]		0		0		0
ENSG00000232885.1_5	[GPC5-AS2]	[antisense]	[ENST00000417589.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000176344.1, ENSMUST00000176582.1, ENSMUST00000194590.1, ENSMUST00000226159.1, ENSMUST00000226612.1, ENSMUST00000227125.1, ENSMUST00000227711.1, ENSMUST00000227763.1, ENSMUST00000227825.1]		0		0		0
ENSG00000261634.3_5	[AC026992.2]	[antisense]	[]	5	[]	[]	[]	[]	[]					0		0		0
ENSG00000225919.1_4	[LINC01745]	[lincRNA]	[ENST00000430921.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000212260.1, ENSMUST00000212512.1, ENSMUST00000212530.1, ENSMUST00000213085.1]		0		0		0
ENSG00000279036.1_5	[AC015656.1]	[TEC]	[ENST00000624209.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000156822.1, ENSMUST00000180389.1]		0		0		0
ENSG00000274363.1_5	[AC087742.1]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000272908.1_5	[AC006033.2]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000250447.5_5	[LINC02105]	[lincRNA]	[ENST00000504552.5_1, ENST00000511953.1_1]	6	[Mouse]	[Mouse]	[]	[Mouse]	[Mouse]	[ENSMUST00000195644.1]		[ENSMUST00000195644.1]	[ENSMUST00000195644.1]	1	53072473-53072977;	1	53072473-53073116;	106145450
ENSG00000204685.6_5	[STARD7-AS1]	[processed_transcript]	[ENST00000432267.2_1, ENST00000446816.1_1, ENST00000614453.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000192976.1, ENSMUST00000194123.1]		0		0		0
ENSG00000237153.3_5	[AL162725.2]	[lincRNA]	[ENST00000430545.3_3, ENST00000649137.1_1, ENST00000649821.1_1]	13	[]	[]	[]	[Mouse]	[]			[ENSMUST00000141637.1]		0		0		0
ENSG00000270557.1_6	[AC013731.1]	[lincRNA]	[ENST00000604340.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000140464.1]		0		0		0
ENSG00000238102.1_6	[AL080248.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000253819.1_5	[LINC01151]	[lincRNA]	[ENST00000521608.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000160938.1, ENSMUST00000176703.2, ENSMUST00000228364.1]		0		0		0
ENSG00000253849.1_6	[AC090539.1]	[sense_intronic]	[ENST00000523907.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000181554.1, ENSMUST00000192338.1, ENSMUST00000193106.5, ENSMUST00000193281.1, ENSMUST00000193428.1, ENSMUST00000193635.1, ENSMUST00000193732.1, ENSMUST00000194602.1]		0		0		0
ENSG00000259250.1_5	[AC018904.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000261159.1_5	[AC112484.3]	[lincRNA]	[ENST00000567253.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000134600.1, ENSMUST00000143871.7, ENSMUST00000153372.1, ENSMUST00000204835.1]		0		0		0
ENSG00000282887.2_5	[AL358215.2]	[lincRNA]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000261189.1_6	[AL031058.1]	[antisense]	[ENST00000561592.1_1]	1	[Mouse]	[Mouse]	[]	[Mouse]	[Mouse]	[ENSMUST00000193100.1]		[ENSMUST00000191991.1, ENSMUST00000193100.1]	[ENSMUST00000193100.1]	1	7540689-7540850;	1	7540683-7541571;	15081539
ENSG00000227907.1_5	[AL158837.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000272304.1_6	[AC096721.1]	[lincRNA]	[ENST00000513540.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000199389.1]		0		0		0
ENSG00000286012.1_1	[FP671120.6]	[TEC]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000248468.1_5	[AC107027.1]	[antisense]	[ENST00000503006.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000213142.1]		0		0		0
ENSG00000260785.1_5	[CASC17]	[lincRNA]	[ENST00000569074.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000124028.7, ENSMUST00000124855.1, ENSMUST00000125873.7, ENSMUST00000131057.7, ENSMUST00000133231.7, ENSMUST00000137081.7, ENSMUST00000139027.1, ENSMUST00000141399.1, ENSMUST00000142282.1, ENSMUST00000142413.1, ENSMUST00000143060.7, ENSMUST00000143550.7, ENSMUST00000143760.7, ENSMUST00000144036.1, ENSMUST00000148724.1, ENSMUST00000151650.7, ENSMUST00000154379.7, ENSMUST00000155766.7, ENSMUST00000156388.7]		0		0		0
ENSG00000285525.1_1	[AC099670.3]	[lincRNA]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000228495.1_4	[LINC01013]	[lincRNA]	[ENST00000422700.1_1, ENST00000436112.1_1, ENST00000443303.1_1, ENST00000447481.1_1, ENST00000458028.1_1]	9	[]	[]	[]	[Mouse]	[]			[ENSMUST00000125158.1, ENSMUST00000136908.7, ENSMUST00000141076.1, ENSMUST00000146208.1]		0		0		0
ENSG00000257219.5_6	[LNCOG]	[lincRNA]	[]	5	[]	[]	[]	[]	[]					0		0		0
ENSG00000235910.1_5	[APOA1-AS]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000251533.2_4	[LINC00605]	[lincRNA]	[ENST00000514902.2_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000220837.1, ENSMUST00000221429.1]		0		0		0
ENSG00000250490.1_4	[LINC02145]	[lincRNA]	[ENST00000502644.1_1, ENST00000507444.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000220972.1, ENSMUST00000221404.1, ENSMUST00000221477.1, ENSMUST00000222622.1, ENSMUST00000222864.1]		0		0		0
ENSG00000234597.1_2	[AC010096.1]	[lincRNA]	[ENST00000443897.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000223136.1]		0		0		0
ENSG00000248555.6_4	[LINC01339]	[processed_transcript]	[ENST00000505712.5_1, ENST00000518436.5_1, ENST00000519336.1_1, ENST00000524094.1_1]	10	[]	[]	[]	[Mouse]	[]			[ENSMUST00000224753.1]		0		0		0
ENSG00000254006.5_5	[AC104232.1]	[lincRNA]	[ENST00000522106.5_1, ENST00000523769.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000192010.1, ENSMUST00000193065.1, ENSMUST00000193120.1]		0		0		0
ENSG00000279694.1_5	[AC011270.2]	[TEC]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000262884.1_5	[AC015921.1]	[antisense]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000279147.1_5	[AC112504.1]	[TEC]	[ENST00000623415.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000192006.1]		0		0		0
ENSG00000255474.1_5	[GAU1]	[lincRNA]	[ENST00000527518.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000181126.1, ENSMUST00000201350.1]		0		0		0
ENSG00000266002.1_5	[AC091059.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000240095.1_5	[AC055758.1]	[lincRNA]	[ENST00000494509.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000185830.6, ENSMUST00000188082.6, ENSMUST00000188921.1, ENSMUST00000190562.6, ENSMUST00000191720.1]		0		0		0
ENSG00000233048.1_5	[LINC01722]	[lincRNA]	[ENST00000456265.1_1]	12	[]	[]	[]	[Mouse]	[]			[ENSMUST00000134801.1]		0		0		0
ENSG00000249042.5_5	[AC008771.1]	[antisense]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000254136.1_5	[AC064807.3]	[lincRNA]	[ENST00000523810.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000194854.1]		0		0		0
ENSG00000232995.7_7	[AL592435.1]	[antisense]	[]	8	[]	[]	[]	[]	[]					0		0		0
ENSG00000237035.1_5	[AC020719.1]	[lincRNA]	[ENST00000422899.1_1, ENST00000448977.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000195320.1]		0		0		0
ENSG00000236197.3_6	[AC002429.2]	[antisense]	[ENST00000417881.2_3, ENST00000637269.1_2, ENST00000637876.1_2]	6	[]	[]	[]	[Mouse]	[]			[ENSMUST00000176391.2, ENSMUST00000176436.2, ENSMUST00000176811.3]		0		0		0
ENSG00000280048.1_6	[AC012409.5]	[TEC]	[ENST00000624746.1_1]	1	[Mouse]	[]	[Mouse]	[Mouse]	[Mouse]		[ENSMUST00000207921.1]	[ENSMUST00000080024.5, ENSMUST00000189966.6, ENSMUST00000190320.1, ENSMUST00000191084.6, ENSMUST00000207627.1, ENSMUST00000207859.1, ENSMUST00000207921.1, ENSMUST00000207952.1, ENSMUST00000208041.1, ENSMUST00000208305.1, ENSMUST00000208887.1, ENSMUST00000208999.1, ENSMUST00000209120.1]	[ENSMUST00000207921.1]	1	96655856-96659280;	1	96655856-96659280;	193315136
ENSG00000283737.1_4	[AL023875.1]	[TEC]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000280224.1_5	[AL008636.1]	[lincRNA]	[ENST00000625038.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000230919.1]		0		0		0
ENSG00000236120.6_5	[AC110995.1]	[lincRNA]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000278966.2_5	[AL031602.1]	[TEC]	[ENST00000623226.1_1, ENST00000633169.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000149472.2]		0		0		0
ENSG00000225602.5_5	[MTOR-AS1]	[antisense]	[]	5	[]	[]	[]	[]	[]					0		0		0
ENSG00000284095.1_4	[AC055733.4]	[TEC]	[ENST00000622932.2_1, ENST00000638462.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000188984.1]		0		0		0
ENSG00000224795.1_4	[NTM-AS1]	[lincRNA]	[ENST00000416725.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000132097.1, ENSMUST00000217527.1]		0		0		0
ENSG00000276110.1_5	[AC242988.1]	[antisense]	[ENST00000611044.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000196705.1]		0		0		0
ENSG00000279494.1_6	[AL117328.2]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000228084.1_5	[AC118553.1]	[antisense]	[ENST00000454219.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000197000.1]		0		0		0
ENSG00000266049.1_5	[AP001011.1]	[antisense]	[ENST00000581172.1_2, ENST00000583546.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180743.1, ENSMUST00000233188.1]		0		0		0
ENSG00000235160.1_5	[LINC02248]	[lincRNA]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000237339.5_4	[LINC01502]	[lincRNA]	[]	7	[]	[]	[]	[]	[]					0		0		0
ENSG00000272762.5_6	[AC115284.1]	[processed_transcript]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000261546.1_5	[AC135782.3]	[antisense]	[ENST00000562782.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000212007.1, ENSMUST00000212247.1, ENSMUST00000212334.1, ENSMUST00000212444.1, ENSMUST00000212881.1]		0		0		0
ENSG00000272892.1_5	[AL133551.1]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000263394.1_5	[AC007952.7]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000250723.6_7	[AC016687.2]	[lincRNA]	[]	9	[]	[]	[]	[]	[]					0		0		0
ENSG00000258770.1_5	[LINC02330]	[lincRNA]	[ENST00000557784.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000217709.1, ENSMUST00000217786.1, ENSMUST00000218234.1, ENSMUST00000219545.1, ENSMUST00000220264.1]		0		0		0
ENSG00000248210.1_6	[LINC02355]	[lincRNA]	[]	13	[]	[]	[]	[]	[]					0		0		0
ENSG00000234308.2_4	[LINC01878]	[lincRNA]	[ENST00000434559.1_1, ENST00000453965.2_1]	6	[]	[]	[]	[Mouse]	[]			[ENSMUST00000187100.1, ENSMUST00000189646.1]		0		0		0
ENSG00000228013.1_5	[IL6R-AS1]	[antisense]	[ENST00000424435.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000198429.1]		0		0		0
ENSG00000228799.5_4	[LINC01939]	[lincRNA]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000279423.1_5	[AL445363.3]	[TEC]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000228658.1_5	[AL772202.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000231013.1_5	[AC013275.1]	[antisense]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000232010.1_5	[AP001059.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000228295.1_4	[LINC00392]	[lincRNA]	[ENST00000430033.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000140320.8, ENSMUST00000145018.1, ENSMUST00000228876.1]		0		0		0
ENSG00000233535.1_5	[AC003035.2]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000285936.1_1	[AL392024.1]	[antisense]	[ENST00000650335.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000192978.1]		0		0		0
ENSG00000261335.1_5	[AC005837.1]	[antisense]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000253632.1_5	[AC084026.2]	[lincRNA]	[ENST00000521101.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000210130.1, ENSMUST00000210285.1, ENSMUST00000210560.1, ENSMUST00000211381.1, ENSMUST00000211696.1]		0		0		0
ENSG00000259437.1_5	[AC093334.1]	[lincRNA]	[ENST00000559904.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000214004.1, ENSMUST00000214827.1]		0		0		0
ENSG00000266988.5_6	[AC021517.1]	[sense_intronic]	[]	6	[]	[]	[]	[]	[]					0		0		0
ENSG00000250173.1_5	[AC122719.2]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000260151.1_6	[LINC02673]	[lincRNA]	[ENST00000568270.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000134226.1]		0		0		0
ENSG00000285108.1_2	[AC103718.1]	[lincRNA]	[ENST00000646849.1_1]	8	[]	[]	[]	[Mouse]	[]			[ENSMUST00000226699.1, ENSMUST00000227678.1, ENSMUST00000227983.1, ENSMUST00000228339.2, ENSMUST00000229281.1, ENSMUST00000229781.1, ENSMUST00000230084.1]		0		0		0
ENSG00000258457.5_5	[AL132780.2]	[antisense]	[]	6	[]	[]	[]	[]	[]					0		0		0
ENSG00000227954.6_5	[TARID]	[antisense]	[ENST00000419627.1_1, ENST00000451017.5_1, ENST00000606292.5_1, ENST00000606544.5_1, ENST00000607033.5_1, ENST00000607573.5_1, ENST00000607641.3_1, ENST00000626104.2_1, ENST00000630119.2_1, ENST00000630728.1_1, ENST00000631362.2_1]	14	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000220000.1]	[ENSMUST00000220000.1]	[ENSMUST00000219081.1, ENSMUST00000220000.1]	[ENSMUST00000220000.1]	2	134205859-134208810;134212824-134212825;	2	134205859-134208810;134212824-134213940;	536840318
ENSG00000214851.4_2	[LINC00612]	[processed_transcript]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000263494.1_6	[AC004702.1]	[lincRNA]	[ENST00000580225.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000137418.1]		0		0		0
ENSG00000285736.1_1	[AC131025.3]	[bidirectional_promoter_lncRNA]	[ENST00000648705.1_1]	2	[Mouse]	[]	[Mouse]	[Mouse]	[Mouse]		[ENSMUST00000184181.1, ENSMUST00000184678.1]	[ENSMUST00000184181.1, ENSMUST00000184530.1, ENSMUST00000184678.1]	[ENSMUST00000184181.1, ENSMUST00000184678.1]	1	148724734-148724896;	1	148724734-148724896;	297449630
ENSG00000257449.1_5	[AC034102.3]	[antisense]	[ENST00000551846.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180875.1, ENSMUST00000219469.1]		0		0		0
ENSG00000233452.6_6	[STXBP5-AS1]	[antisense]	[ENST00000367477.7_1, ENST00000417502.1_1, ENST00000427394.5_1, ENST00000431143.5_1, ENST00000433308.1_1, ENST00000443712.1_1, ENST00000447072.5_1, ENST00000458125.5_1, ENST00000606831.1_1]	23	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000186088.1, ENSMUST00000219328.1]	[ENSMUST00000186088.1, ENSMUST00000208935.1, ENSMUST00000219328.1]	[ENSMUST00000186088.1, ENSMUST00000207048.1, ENSMUST00000207288.1, ENSMUST00000207631.1, ENSMUST00000207733.1, ENSMUST00000208693.1, ENSMUST00000208935.1, ENSMUST00000208997.1, ENSMUST00000218800.1, ENSMUST00000219020.1, ENSMUST00000219242.1, ENSMUST00000219328.1]	[ENSMUST00000186088.1, ENSMUST00000208935.1, ENSMUST00000219328.1]	7	147181878-147181879;147232687-147232801;147232961-147233075;147293203-147293206;147322576-147322679;147395940-147395949;147453001-147453122;	7	147181753-147181879;147232687-147232801;147232961-147233075;147293180-147293206;147322576-147322679;147395940-147395983;147453001-147453122;	2062224957
ENSG00000256084.1_5	[AC092112.1]	[lincRNA]	[ENST00000538329.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000136027.1, ENSMUST00000155455.2, ENSMUST00000181537.1]		0		0		0
ENSG00000229321.1_6	[AC008269.1]	[lincRNA]	[ENST00000438070.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000133244.1, ENSMUST00000149820.1, ENSMUST00000181595.1]		0		0		0
ENSG00000264672.5_5	[SEPT4-AS1]	[antisense]	[]	5	[]	[]	[]	[]	[]					0		0		0
ENSG00000278713.1_5	[AC120114.2]	[antisense]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000261435.1_5	[AL592164.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000279006.1_5	[AL022323.2]	[antisense]	[ENST00000623239.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000196278.1, ENSMUST00000197597.1, ENSMUST00000200193.1]		0		0		0
ENSG00000248550.3_5	[OTX2-AS1]	[lincRNA]	[ENST00000534909.2_1, ENST00000554358.1_1, ENST00000554428.1_1, ENST00000554725.1_1]	9	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000183522.7, ENSMUST00000183803.7, ENSMUST00000184869.1, ENSMUST00000227424.1, ENSMUST00000228153.1, ENSMUST00000228743.1]	[ENSMUST00000183522.7, ENSMUST00000183803.7, ENSMUST00000184869.1]	[ENSMUST00000183522.7, ENSMUST00000183803.7, ENSMUST00000184869.1, ENSMUST00000226916.1, ENSMUST00000227105.1, ENSMUST00000227165.1, ENSMUST00000227221.1, ENSMUST00000227424.1, ENSMUST00000227742.1, ENSMUST00000227828.1, ENSMUST00000228153.1, ENSMUST00000228316.1, ENSMUST00000228743.1]	[ENSMUST00000183522.7, ENSMUST00000183803.7, ENSMUST00000184869.1, ENSMUST00000227424.1, ENSMUST00000228153.1, ENSMUST00000228743.1]	3	57279900-57280187;57386358-57386359;57418094-57418098;	3	57279900-57280187;57386358-57386510;57418094-57418239;	344168996
ENSG00000227480.2_5	[CCDC148-AS1]	[antisense]	[ENST00000412781.2_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000140464.1]		0		0		0
ENSG00000284428.1_5	[AC092329.4]	[processed_transcript]	[ENST00000638174.1_1, ENST00000638822.1_1, ENST00000638919.1_1, ENST00000639327.1_1, ENST00000639752.1_1, ENST00000639997.1_1, ENST00000640354.1_1, ENST00000640355.1_1, ENST00000640517.1_1, ENST00000640838.1_1, ENST00000640920.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000165145.2]		0		0		0
ENSG00000265552.1_5	[AC104961.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000250149.1_5	[AC105919.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000280665.1_5	[AL513210.1]	[TEC]	[ENST00000629608.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000232609.1]		0		0		0
ENSG00000230408.3_5	[AC007163.1]	[antisense]	[ENST00000447972.3_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000161126.1, ENSMUST00000194925.1]		0		0		0
ENSG00000117242.7_6	[PINK1-AS]	[antisense]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000279077.1_6	[AC023090.2]	[TEC]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000226172.2_7	[AL139420.1]	[lincRNA]	[ENST00000439394.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000196770.1, ENSMUST00000197309.1]		0		0		0
ENSG00000224765.1_5	[AL035443.1]	[antisense]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000225421.2_3	[AC019330.1]	[lincRNA]	[ENST00000440609.1_1, ENST00000637390.1_1]	6	[]	[]	[]	[Mouse]	[]			[ENSMUST00000195320.1]		0		0		0
ENSG00000266560.5_6	[MAGEA10-MAGEA5]	[processed_transcript]	[]	9	[]	[]	[]	[]	[]					0		0		0
ENSG00000177993.3_5	[ZNRF3-AS1]	[antisense]	[ENST00000325660.3_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000149826.1]		0		0		0
ENSG00000183242.11_4	[WT1-AS]	[bidirectional_promoter_lncRNA]	[ENST00000395900.1_1, ENST00000442957.1_1, ENST00000459866.1_1, ENST00000478367.5_1, ENST00000494911.5_2, ENST00000525436.1_2, ENST00000612620.1_1, ENST00000615677.1_1]	9	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000172701.7]	[ENSMUST00000172701.7, ENSMUST00000174870.1]	[ENSMUST00000099647.1, ENSMUST00000135153.7, ENSMUST00000172701.7, ENSMUST00000174870.1]	[ENSMUST00000172701.7, ENSMUST00000174870.1]	1	32457063-32457392;	1	32457063-32457392;	64914455
ENSG00000259150.5_5	[LINC00929]	[lincRNA]	[]	8	[]	[]	[]	[]	[]					0		0		0
ENSG00000229308.1_5	[AC010737.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000260855.1_5	[AL591848.4]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000260996.1_5	[BX255925.1]	[sense_overlapping]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000231236.2_6	[AP001605.1]	[lincRNA]	[ENST00000420186.2_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000231250.1]		0		0		0
ENSG00000238232.1_5	[AL356364.1]	[lincRNA]	[ENST00000458443.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180623.1, ENSMUST00000195813.1]		0		0		0
ENSG00000235277.1_5	[AF127577.3]	[antisense]	[ENST00000430391.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000128832.2, ENSMUST00000231285.1, ENSMUST00000232455.1]		0		0		0
ENSG00000274937.1_5	[AC090826.2]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000259280.1_5	[AC018563.1]	[processed_transcript]	[]	7	[]	[]	[]	[]	[]					0		0		0
ENSG00000279106.1_6	[AC009093.7]	[TEC]	[ENST00000623853.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000205858.1, ENSMUST00000206881.1]		0		0		0
